Ticket,Real,Prediccion_SVM,Confianza,Accion
chilquinta alerta de seguridad 18062025  3,Ingenieros TI,Ciberseguridad,0.47684036310583905,Agente IA
error por sistema mltiple,DBA,Aplicaciones,0.6018824807020874,Agente IA
sin acceso a open,DBA,MDA,0.3399811722661035,Agente IA
error reporte 088 chilquinta distribución,Aplicaciones,Aplicaciones,0.7101497832454916,Agente IA
acceso orm,Aplicaciones,Aplicaciones,0.29940829745708614,Agente IA
recepción estudiantes en práctica 20222023,Soporte de Campo,Soporte de Campo,0.49511445909928414,Agente IA
consulta,MDA,MDA,0.5940658749024682,Agente IA
digsilent 2022,Soporte de Campo,Soporte de Campo,0.7064611403887264,Agente IA
acceso sap,DBA,ABM,0.31738141977933193,Agente IA
notificacin de vencimiento de contrasea de red,Ciberseguridad,MDA,0.6200406596546788,Agente IA
problemas con visualizacion y edicion correo,Soporte de Campo,Soporte de Campo,0.6432778185052926,Agente IA
consulta usuario osf,DBA,DBA,0.5493484483659518,Agente IA
desbloqueo de acceso a cuenta,MDA,DBA,0.4301203043583768,Agente IA
problema sap,Soporte de Campo,Soporte de Campo,0.5925911806579269,Agente IA
acceso gisred álvaro parra,Sistemas GIS,ABM,0.5558951854463149,Agente IA
gitlab  generación de proyectos  formularios altas y bajas,Técnico TI,Técnico TI,0.7109147496773104,Agente IA
sin acceso a menú general de sistemas,MDA,MDA,0.7086345612774246,Agente IA
sdl trados,Soporte de Campo,Aplicaciones,0.376388314814981,Agente IA
cuenta sapewm bloqueada,DBA,MDA,0.48299852345050703,Agente IA
compatibilidad nuevos discos para autoconsultas,Soporte de Campo,Aplicaciones,0.24875812638248074,Agente IA
cambio de clave clevest,Técnico TI,Técnico TI,0.5926525520481949,Agente IA
solicitud equipos practicantes,Soporte de Campo,Soporte de Campo,0.7431430721569319,Agente IA
solicitud consulta ordenes de compra cuenta de fangjian shang,DBA,ABM,0.3393753280206718,Agente IA
sin acceso al correo,MDA,MDA,0.7439549517245329,Agente IA
amicge creacion de usuario en qa  urgente,AMI,AMI,0.7207640698808159,Agente IA
soporte generacin proyectos dbi  mayo 2025,Seguimientos IMA,Seguimientos IMA,0.7419913904567638,Agente IA
sap logon bloqueado,DBA,DBA,0.4064934241682157,Agente IA
ami acceso portal analtica,ABM,AMI,0.4847411751320101,Agente IA
licencia mindmanager,Soporte de Campo,Ingenieros TI,0.5738719004603333,Agente IA
consolidado temporales s 36 37 38 39 40 41 42xlsx cambio en item cambio valor recuperable  y,Aplicaciones,Aplicaciones,0.705623578487172,Agente IA
licencias powerbi,Ingenieros TI,Ingenieros TI,0.30392507411565234,Agente IA
seguimiento conjunto temas osf  junio 2024,Seguimientos IMA,Seguimientos IMA,0.6118511671883339,Agente IA
contratista transelectric problemas en correo,Ingenieros TI,Ingenieros TI,0.6185003273456818,Agente IA
error al ingresar a osf,Soporte de Campo,Soporte de Campo,0.273468356871706,Agente IA
envío boletafactura electrónica,Aplicaciones,ABM,0.40124663072478944,Agente IA
sin acceso a powerbi,Soporte de Campo,Soporte de Campo,0.5237500600883765,Agente IA
query proceso star,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6704346097813936,Agente IA
sin sistema red  lentitud en internet oficina de algarrobo,Telecomunicaciones,Telecomunicaciones,0.5573326222140668,Agente IA
envo de documentos electrnicos,ABM,Desarrollo de Sistemas y Proyectos Tecnológicos,0.5805500926464617,Agente IA
report server recuperados,DBA,ABM,0.558584964520621,Agente IA
cancelar inclusión,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
prueba de maria jeria,MDA,Soporte de Campo,0.5300664084297545,Agente IA
problema visualizacin archivos,Soporte de Campo,Soporte de Campo,0.417486461092558,Agente IA
urgente migracin cs laboral a esigndox,Ingenieros TI,Aplicaciones,0.24861130750156435,Agente IA
traspaso proceso interrupciones 2018indices,Soporte de Campo,Aplicaciones,0.6248881765891648,Agente IA
revisin correo en telfono  leonardo gallardo,Soporte de Campo,Soporte de Campo,0.5424332493150882,Agente IA
contrasea caducada esteban jara,DBA,MDA,0.4238403175001624,Agente IA
email accounts for new chinese executives,Ingenieros TI,Ingenieros TI,0.48544791850981134,Agente IA
acceso vpn para genesys teletrabajo,Soporte de Campo,Soporte de Campo,0.49103127519420803,Agente IA
sin acceso vpn,Soporte de Campo,Ingenieros TI,0.5869024474008455,Agente IA
erro al tratar de bloquear pc y cambiar clave,Soporte de Campo,Soporte de Campo,0.5627839637371461,Agente IA
soporte  problemas de acceso url sharepoint personal,Soporte de Campo,Soporte de Campo,0.6672271619000485,Agente IA
abmgrupal050924 aa stxlsm,ABM,Soporte de Campo,0.432570692830682,Agente IA
ambiente prueba interluz,Aplicaciones,Aplicaciones,0.4475703586645275,Agente IA
desbloquear gisred  usuario vzamoram,Sistemas GIS,DBA,0.44595719778868764,Agente IA
reportes de la shell sin información ln,Aplicaciones,Aplicaciones,0.30683438607776437,Agente IA
cambioclaveorm,DBA,Aplicaciones,0.376388314814981,Agente IA
telecoot ruteo miraflores redes scada curauma,Telecomunicaciones,Soporte de Campo,0.5569724281874234,Agente IA
clave poweron bloqueada,Soporte de Campo,DBA,0.5348962872611991,Agente IA
problema correo cscosta,Soporte de Campo,Soporte de Campo,0.5417047478190927,Agente IA
acceso a wde usuaria ptellez,Soporte de Campo,Ingenieros TI,0.3611597129097488,Agente IA
ambiente de producción unired,Aplicaciones,Aplicaciones,0.5294502235106558,Agente IA
fw 20140403214637abmindividualingrid vallejo páez mgsxlsm,ABM,ABM,0.27004667410280514,Agente IA
cuenta usuario bloqueada,DBA,ABM,0.46547552259766195,Agente IA
error conexin clevest dw,DBA,Aplicaciones,0.403355241091631,Agente IA
solicitud licencias powerbi pro office 365,Ingenieros TI,Ingenieros TI,0.6463337417774614,Agente IA
instalacin punto elctrico mirafloresmiraflores gener,Telecomunicaciones Operacionales,Telecomunicaciones,0.3562457344121383,Agente IA
actualización manual gráficos monitoreo calidad datos,Aplicaciones,Técnico TI,0.2820864373953897,Agente IA
problemas para realizar consultas en orm,Aplicaciones,Soporte de Campo,0.3444322408229839,Agente IA
impresión de doc,Soporte de Campo,Telecomunicaciones,0.34750981665976965,Agente IA
6600120119 extensin de almacenamiento,Soporte de Campo,ABM,0.5277388406175979,Agente IA
ingreso proveedor sres amc energia ltda cambio de grupo de znac a zcli,SAP,Aplicaciones,0.5632403578934078,Agente IA
credenciales cuenta de red  liliana del pilar bravo diaz,Técnico TI,Soporte de Campo,0.46021273555323133,Agente IA
sin acceso a gisred,MDA,Sistemas GIS,0.38303152178233324,Agente IA
ingreso de claves en ambiente de pruebas y producción de orquestador uipath,Técnico TI,Técnico TI,0.420947328923873,Agente IA
notificacin de vencimiento de contrasea de red,MDA,MDA,0.6200406596546788,Agente IA
favor asignar password nueva de sap a mr yue xu,DBA,Ingenieros TI,0.3711273521979707,Agente IA
funcionamiento de dwg true view,Soporte de Campo,Soporte de Campo,0.5079689871680958,Agente IA
dte solicitud cambio ft factura n7768518 vespucio norte,DTE,Aplicaciones,0.6084776779569459,Agente IA
tti respaldar mul 20250306  a produccion smartmeters  orw data reader 96497,OT,OT,0.7306110007892183,Agente IA
problemas panel tctil,Soporte de Campo,Desarrollo de Sistemas y Proyectos Tecnológicos,0.3663422917389703,Agente IA
solicitud de información de equipos,Soporte de Campo,Soporte de Campo,0.6982809961370924,Agente IA
usuario cvilugro sin sistema,Sistemas GIS,DBA,0.23109579632159458,Agente IA
reord,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6348957830605393,Agente IA
cuenta bloqueada,DBA,DBA,0.3560453541178305,Agente IA
instalacion de programas,Soporte de Campo,Soporte de Campo,0.534913465783838,Agente IA
acceso osf,ABM,ABM,0.3940599790516785,Agente IA
imposibilidad de acceso a eo,Aplicaciones,Sistemas GIS,0.54011910463021,Agente IA
acceso a servicedesk,Técnico TI,Técnico TI,0.6503946748728567,Agente IA
eliminacin de regeneracin de actividades de prdida,Aplicaciones,Aplicaciones,0.7280575326569872,Agente IA
envio de correo a service desk acceso a orm,ABM,Técnico TI,0.30385575675262083,Agente IA
automatización carga externa,Aplicaciones,Ingenieros TI,0.2777982465334155,Agente IA
ami rv perfil de usuarios para solo lectura,AMI,ABM,0.5846339823400563,Agente IA
problemas con gisred móvil,Sistemas GIS,Telecomunicaciones,0.2005976571345406,Agente IA
reemplazo por licencia mdica gianina lpez,ABM,Soporte de Campo,0.3782287160149367,Agente IA
sin factigis,Sistemas GIS,Sistemas GIS,0.6005850941575807,Agente IA
soporte  mejora timeouts javas  integracin osf  esb gestin lecturas medidores nari determinantes,Seguimientos IMA,Actividades Proyectos IMA,0.4016140699170456,Agente IA
dar acceso de correo a ejecutivo sgid,Ingenieros TI,Ingenieros TI,0.5735757271990939,Agente IA
tti  reinicio de tsdesa  sberrios,Técnico TI,Técnico TI,0.5106122312760156,Agente IA
sin acceso al correo,MDA,MDA,0.7439549517245329,Agente IA
problema servicio chilquintaautoconsulta produccin,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.633410982145769,Agente IA
cuentas ergasi,ABM,ABM,0.4477773007828542,Agente IA
dar de baja,DBA,Aplicaciones,0.5252357908822476,Agente IA
problema acceso a mobile,DBA,DBA,0.4759137501689435,Agente IA
autorizacion interluz  li,ABM,Aplicaciones,0.3807050618175954,Agente IA
solicitar vb,MDA,MDA,0.23424281015398454,Agente IA
ref sin acceso orm desde las 745 horas,Soporte de Campo,Aplicaciones,0.49515049322118115,Agente IA
solicito incluir dentro de mi perfil de menu de sistemas clic la opción de items seriados,DBA,ABM,0.513650779676398,Agente IA
error verificación accesos po  prioridad contingencia,Sistemas GIS,Soporte de Campo,0.36994828242660754,Agente IA
acceso citrix,Soporte de Campo,Aplicaciones,0.43908405475099194,Agente IA
acceso correo  argentina u lgallardo,Ingenieros TI,Ciberseguridad,0.4929128314474835,Agente IA
favor redireccionar instrucciones  acturas emitida a gasatacama por litoralrefacturar a enel generacin,Aplicaciones,Aplicaciones,0.5807558888777086,Agente IA
horizon desconectado,Ingenieros TI,Ingenieros TI,0.3812879984404538,Agente IA
revisin de cargo no facturado producto 1069393,Aplicaciones,Aplicaciones,0.6980608236158671,Agente IA
cambio de clave clevest,MDA,Técnico TI,0.5926525520481949,Agente IA
cambio de perfil,Soporte de Campo,Soporte de Campo,0.6441265749704327,Agente IA
bloqueo st,SAP,Ingenieros TI,0.45025429731256733,Agente IA
instalacin cono poweron solo mapa dev,Soporte de Campo,Soporte de Campo,0.5346795562129155,Agente IA
problemas ejecución de query orm corte y recuperación,Aplicaciones,Aplicaciones,0.7106423055852081,Agente IA
inicio de sesin y carga de correo,Soporte de Campo,Soporte de Campo,0.7056506828607142,Agente IA
autentificacion cuenta,Ingenieros TI,ABM,0.5464403246627804,Agente IA
problemas con osf,Soporte de Campo,Soporte de Campo,0.4864042002366518,Agente IA
funcionamiento vpn,Soporte de Campo,Soporte de Campo,0.6765765320382005,Agente IA
nuevamente problemas con login y clave de gisred para unidad movilergasi2,Técnico TI,Técnico TI,0.17564226399673155,Agente IA
cambio regla envio correo energiacasablancacl,Soporte de Campo,Ingenieros TI,0.6033029981620924,Agente IA
índices tabla percmprodtipomarclect,Aplicaciones,Aplicaciones,0.549261507649474,Agente IA
abm retiro alumno practica joaquin muñoz,Soporte de Campo,Soporte de Campo,0.6584241793306501,Agente IA
solicitud de equipo valentina lobos,Soporte de Campo,Soporte de Campo,0.5108033072037657,Agente IA
importante cuenta de correo exchange,DBA,MDA,0.34011648323960514,Agente IA
problemas dec5,ABM,Soporte de Campo,0.7489758183195727,Agente IA
clientes libres iii  borrar registro,Aplicaciones,Aplicaciones,0.7043197841280878,Agente IA
problema acceso electricc office,Sistemas GIS,Soporte de Campo,0.7263199511301629,Agente IA
cuenta de red expirada,MDA,MDA,0.7477268333416237,Agente IA
alertas osf,Aplicaciones,Aplicaciones,0.5905040042419648,Agente IA
abmcesar manuel robles guerrero,ABM,Soporte de Campo,0.4408118984498362,Agente IA
requerimiento  rv empresas jordan  indicaciones para configuracin de email,OT,Soporte de Campo,0.48827385457122635,Agente IA
extender vpn usuarios rg2,Ingenieros TI,Ingenieros TI,0.49868423537639606,Agente IA
ingreso a correo catalina grez,Soporte de Campo,Soporte de Campo,0.2819455955843875,Agente IA
si acceso a citrix,Aplicaciones,Aplicaciones,0.23691322529726375,Agente IA
tti restaurar contrasea de dominio vialacteaccarreno,MDA,Técnico TI,0.5256324770606661,Agente IA
problemas con cuenta creyess conecta a vpn pero sin acceso a fsmiraflores,Ingenieros TI,Soporte de Campo,0.632288067914518,Agente IA
telcoot solicitud direccionamiento se estancilla,Telecomunicaciones Operacionales,Telecomunicaciones Operacionales,0.7374182758552917,Agente IA
acceso sharepoint se el totoral andes del sur,MDA,Soporte de Campo,0.4472938245119355,Agente IA
acceso a valdatos en sfpa1,Aplicaciones,DBA,0.4288573669215549,Agente IA
sin acceso a orm,MDA,MDA,0.37390984124829485,Agente IA
problemas con osf,Soporte de Campo,Soporte de Campo,0.4864042002366518,Agente IA
problema con office 365,Soporte de Campo,Ingenieros TI,0.4865240397771855,Agente IA
solicitud equipo computacional  nuevo ingreso ana correa,ABM,Soporte de Campo,0.6092411899456743,Agente IA
cambiarcalvesap,DBA,Aplicaciones,0.376388314814981,Agente IA
solicitud acceso vpn,ABM,Ingenieros TI,0.4481816628175406,Agente IA
sin acceso a vpn urgente,MDA,Ingenieros TI,0.7288328194708139,Agente IA
acceso escritorio remoto con vpn,Ingenieros TI,Ingenieros TI,0.4443835651280555,Agente IA
mensaje de error en sap ingreso sobretiempo,DBA,DBA,0.3329206925300077,Agente IA
sin open,DBA,DBA,0.4197119180158819,Agente IA
limpieza morosidad bomberosajuste facturacion,Aplicaciones,Aplicaciones,0.41436305431484527,Agente IA
solicitud usuario bduran erp qa,DBA,SAP,0.36136038224245076,Agente IA
20250115pmmmolinosdelourdestxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
sin acceso a mobile,DBA,TDO,0.37980067940716905,Agente IA
actualizar a e3,Soporte de Campo,Soporte de Campo,0.5198334959235408,Agente IA
usuario no registrado sap knaveas,SAP,Aplicaciones,0.6543095353050862,Agente IA
instalacin monitore cbaeza,Soporte de Campo,Soporte de Campo,0.6883053431655961,Agente IA
urgente consulta por generacin ordenes a pesar que el trabajo se encuentra ejecutado,Aplicaciones,Aplicaciones,0.7228176017408242,Agente IA
solicitud para orm,Soporte de Campo,Aplicaciones,0.6730853518557899,Agente IA
sfpa0708registros dte con error de proceso  empresa chilquinta servicios sa,DTE,DTE,0.6112707150764205,Agente IA
solicitud de recuperacion de cuenta,Ingenieros TI,ABM,0.32249721895725786,Agente IA
usuarios para creacin vpn  klma,ABM,Ingenieros TI,0.6484435491164716,Agente IA
desasignacion marcelo munoz c,Soporte de Campo,Soporte de Campo,0.34590039844880466,Agente IA
lentitud osf san antonio,Aplicaciones,Soporte de Campo,0.4958713289302928,Agente IA
creación cuenta vpn para consultor indra,Ingenieros TI,Ingenieros TI,0.7052903563178642,Agente IA
undeliverable  cambio de clave osf,MDA,MDA,0.5371498689839808,Agente IA
posibilidad de aumentar tamao del content,DBA,Aplicaciones,0.49565197315099224,Agente IA
reasignacin cuenta sap  dx programadas,ABM,ABM,0.4466811290585935,Agente IA
problema con aplicacion,Soporte de Campo,Soporte de Campo,0.5879234762771497,Agente IA
acceso open,DBA,DBA,0.33348106716745546,Agente IA
estimados,Aplicaciones,ABM,0.43146897509344834,Agente IA
acceso a todas las empresas en opensmartflex,ABM,DBA,0.5154618289660733,Agente IA
soporte credenciales claudia macarena lisboa leon ticket 40287,Soporte de Campo,ABM,0.4351895000506656,Agente IA
actualización manual gráficos monitoreo calidad datos,DBA,Técnico TI,0.2820864373953897,Agente IA
problemas para ingresar a eo,Soporte de Campo,Soporte de Campo,0.5788033893847965,Agente IA
facturas reclamadas enel distribucin chile sa,Aplicaciones,Ciberseguridad,0.4061314001979323,Agente IA
nueva contrasea sap,MDA,MDA,0.6733974192173714,Agente IA
solicita extensin de distribucin automtica facturas ca,SAP,Aplicaciones,0.6844892221532309,Agente IA
vpn muy lenta,Ingenieros TI,Ingenieros TI,0.6793144643875886,Agente IA
configuracion zona horaria po,Soporte de Campo,Soporte de Campo,0.5687570551954408,Agente IA
cambio de contrasea gisred,MDA,MDA,0.5623806505203172,Agente IA
acceso pofront  ticket  id 49091  felipe herrera soto,DBA,DBA,0.5847355599956715,Agente IA
lentitud en los sistemas litoral,Telecomunicaciones,Aplicaciones,0.5053142110512258,Agente IA
instalacin python y maria db  cnuneza  connie nuez,Soporte de Campo,Soporte de Campo,0.603583514591887,Agente IA
sovos case 04583641 notification  dte  renovacin de certificado ambientes qa   threaddumdfytaafg6v7mifnwnyg4,Ingenieros TI,Ingenieros TI,0.5824409277263046,Agente IA
enlace panimavida interluz,Telecomunicaciones,Aplicaciones,0.5763699180158562,Agente IA
acceso a ion setup  servidor ionprd,Ingenieros TI,Ingenieros TI,0.6593329682728566,Agente IA
tti inducom  activacin servicio actualizacin conductores  post actividad inducom 0312,Técnico TI,Técnico TI,0.5746074098164244,Agente IA
acceso a sp felipe alarcon 4444,ABM,ABM,0.5342373998140383,Agente IA
ejecucin proyecto  solicitudes sec siac,Actividades Proyectos IMA,Actividades Proyectos IMA,0.6960310942617091,Agente IA
respaldo informacion  katherine rodriguez,Soporte de Campo,Soporte de Campo,0.722516664489628,Agente IA
